Date,Cleaned_Text,Sentiment,Sentiment_Score,LikesCount,CommentsCount
2021-09-23 12:55:54+00:00,im amazed weve warned since greenhouse gas seen little done year hope awareness made would action,Positive,0.577,33,10.0
2021-09-23 07:53:27+00:00,last year variance reduced half probably mean ocean absorbing releasing energy faster used could cause result severe weather system guessing,Negative,-0.128,10,6.0
2021-09-23 17:36:51+00:00,question help u could little everyday know many people dont recicle amount trash dumped oceanslakes river mountain huge really care lost think make world better place lest get informed help let doit new generation,Positive,0.8323,0,
2021-09-22 23:33:48+00:00,time really something different time build back better better better,Positive,0.8271,9,1.0
2021-09-23 19:46:23+00:00,year data cmon weve going cycle eon,Neutral,0.0,1,5.0
2021-09-23 17:16:06+00:00,dont understand graph mean,Neutral,0.0,0,1.0
2021-09-27 15:22:05+00:00,question nasa air greenhouse heated solar radiation increase solar radiation temperature would also increase temperature temperature outside earth atmosphere boiling point water approx c possible increase could affect atmosphere also heated cosmic radiation could affect temperature come mind p theory outdoor public unheated pool come along warm spot water know mean solar system could traveling heated radiation cloud milky way galaxy chaotic catastrophic event stellar birth life death throughout cloud jet superheated radiation blasted space well might entering space closer home one look frosted window winter morning light sun hit temperature freezing sun ray melt frost back question beating dead horse hope ride forever,Negative,-0.802,0,2.0
2021-09-23 19:01:20+00:00,human understanding life earth started study funny universe allows u pretend clue warmer earth actually mean,Positive,0.5719,0,1.0
2021-09-23 17:34:40+00:00,,Neutral,0.0,0,
2021-10-04 14:52:50+00:00,boat think didnt stop oil production water would evaporate go outside earth,Positive,0.2235,0,
2021-09-24 20:40:54+00:00,omg slope blue line yellow line purple line green line keep getting steeper heating heating faster insane eruption cooling periodswonder cooling period,Negative,-0.4019,1,
2021-09-24 06:59:31+00:00,thank nasa continuing highlight climate catastrophe please keep conversation going lot ignorance overcome impact climate change already causing devastation ecology environment need campaign lobby government bring legislation quickly,Negative,-0.5267,1,
2021-09-24 02:44:02+00:00,sukhwinder singh,Neutral,0.0,0,
2021-09-24 02:06:00+00:00,dont know much think humanity need start taking better care planet happened cleaner energy source,Positive,0.836,0,
2021-09-23 21:25:04+00:00,understand even reduced emission preindustrial age level still many meter sea level rise baked ocean society evolved relatively stable climate holocene time developed adaptation approach society recognize transformation inevitable entered anthropocene society adapt still unclear,Positive,0.0516,5,5.0
2021-09-23 21:04:00+00:00,anthropogenic global warming one symptom larger problem fact exceeded capacity planet support u currently idea build sustainable high technology civilisation ie one us finite natural resource generates pollution produce nonrecyclable waste moving away fossil fuel necessary nowhere near sufficient recent paper say cannot stress enough nonfossil energy regime simply cannot support anywhere close present human population nearly eight billion urgently necessitates reducing human number rapidly possible avoid unprecedented level social unrest human suffering coming decade,Positive,0.3468,1,1.0
2021-09-23 20:22:47+00:00,someone forgot mention florida supposed warming havent average summer year miss childhood summer swimming option,Neutral,0.0,1,1.0
2021-09-23 19:50:48+00:00,hot,Neutral,0.0,0,
2021-09-23 19:32:26+00:00,id like go back please,Positive,0.5859,1,2.0
2021-09-23 19:19:59+00:00,sun changed year warmer earth,Positive,0.296,0,1.0
2021-09-23 19:19:04+00:00,climate change made scenario dems seems never complain pollution garbage rd world country america clean energy,Positive,0.7105,13,18.0
2021-09-23 17:41:49+00:00,denier always statement,Negative,-0.3612,5,2.0
2021-09-23 16:28:21+00:00,taking year temperature reading planet billion year old use form meaningful conclusion find pattern would interviewing year old person less one second use information write complete biography,Positive,0.3182,26,18.0
2021-09-23 16:23:44+00:00,havent seen difference anywhere go ahead push agenda though,Neutral,0.0,6,11.0
2021-09-23 16:21:44+00:00,dont people believe science dont understand,Neutral,0.0,2,
2021-09-23 16:21:13+00:00,remember planet live also went ice ageit go cycle j,Neutral,0.0,0,10.0
2021-09-23 16:03:59+00:00,also get data left say year span,Neutral,0.0,0,5.0
2021-09-23 15:46:41+00:00,difficulty arguing science scientist know talking,Negative,-0.6597,19,
2021-09-23 15:30:24+00:00,worth remembering land surface red graph warm twice rate global mean temperature rise green arctic warming around three time faster global mean c global warming would mean c average warming land c arctic huge change space human lifetime would struggle adapt best something soonish,Positive,0.8689,43,8.0
2021-09-23 15:26:38+00:00,three eruption dumped huge amount pollution atmosphere gas create atmospheric warming,Positive,0.3182,9,6.0
2021-09-23 15:15:01+00:00,thought stock market chart indicator,Neutral,0.0,0,
2021-09-23 13:52:56+00:00,year temperature anomaly degree,Neutral,0.0,3,11.0
2021-09-23 13:37:52+00:00,scientific denial coming middle age people dening nasa observation scientific conclusion internet realising stupidity whats next flat earth,Negative,-0.4404,15,5.0
2021-09-23 13:29:17+00:00,wow cool rather cool,Positive,0.8126,0,
2021-09-23 13:22:46+00:00,caused cooling ww,Neutral,0.0,0,2.0
2021-09-23 10:51:55+00:00,going something,Neutral,0.0,3,
2021-09-23 06:16:50+00:00,vamos pariba,Neutral,0.0,0,
2021-09-23 04:00:16+00:00,download data,Neutral,0.0,0,1.0
2021-09-23 01:59:05+00:00,hope best still hot idea react crazy weather everything going moment think pray mercy,Positive,0.8591,1,2.0
2021-09-23 01:56:21+00:00,going get bad,Negative,-0.5423,0,
2021-09-23 01:14:47+00:00,also uk lost much sea grass also like tree effective taking co cycle quite,Positive,0.5106,22,3.0
2021-09-23 00:55:02+00:00,need two thing ensure specie continuation find planet quickly need deep space exploration must literally family space ensure continuation save planet really crack law littering pollution strippingmining tree even animal becoming extinct,Positive,0.8519,1,10.0
2021-09-22 23:09:53+00:00,oh think need done reducing carbon emission hope plan b plan c work,Positive,0.4404,3,5.0
2021-09-22 22:45:02+00:00,survival fittest whether aware cause,Neutral,0.0,6,5.0
2021-09-22 22:11:46+00:00,love watch nasa dunk people think debunk climate change,Positive,0.6369,110,3.0
2021-09-22 20:23:40+00:00,gambling man id look pattern every year temperature risen one following cooler wouldnt surprised see pattern broken though,Negative,-0.5812,4,36.0
2021-09-22 19:58:26+00:00,think september since nothing done stop warming trend somewhere,Positive,0.1139,18,
2020-09-16 16:04:37+00:00,lie compare actual recorded temp chart lie blatant actually higher claim chart,Neutral,0.0,1,5.0
2020-09-16 01:51:19+00:00,scientist claimed headed ice age late yea everybody believe science scientist say,Neutral,0.0,8,11.0
2020-09-17 14:36:44+00:00,show correlation earth temperature sun activity,Neutral,0.0,0,3.0
2020-09-17 14:28:06+00:00,magnetic north moved mile year since think qualifies lifetime,Neutral,0.0,0,3.0
2020-09-17 04:33:45+00:00,looking sunspot data since recording correlation effect climate research show sunspot huge effect climate mention effect volcanic eruption example mt st helen erupted cooled earth entire temperature degree,Positive,0.3182,0,9.0
2020-09-17 03:17:52+00:00,need spread data saying human dont need efficient lot spike valley,Negative,-0.3252,0,1.0
2020-09-17 02:42:54+00:00,climate change scientist never show debate climate change earth surface risen whole degree last year yall never showed debate shocking,Positive,0.3089,2,10.0
2020-09-17 02:24:09+00:00,billion asphalt earth world able cool asphalt due fact holding heat wake stupid people yes thing contribute also main problem asphalt,Negative,-0.2732,2,1.0
2020-09-17 01:40:07+00:00,cause earth core increase much increased last year,Positive,0.5267,0,1.0
2020-09-16 20:13:41+00:00,theory free dammed river world let river flow sea like god intended man plan god laughswe planet water dam river disrupt rotation earth thus causing global warming,Positive,0.8625,0,6.0
2020-09-16 19:31:12+00:00,know axis moved move ever know whydont tell climatic change,Neutral,0.0,0,2.0
2020-09-16 18:31:46+00:00,going mar mar warming faster earth oh think might cycle sun cannot anything youre worried air pollution u done good job go talk china india theyre pretty much world leader pollution,Positive,0.8219,1,5.0
2020-09-16 16:27:22+00:00,real story show year cycle ice age warm period,Positive,0.2263,2,8.0
2020-09-16 16:24:50+00:00,isnt disingenuous show increase temperature since coldest year last year,Negative,-0.2411,1,1.0
2020-09-16 15:15:02+00:00,start go back lest year want kind climate picture,Positive,0.5719,1,8.0
2020-09-16 14:52:43+00:00,hi nasa explain year would warmer co gas dramatically lowered pandemic denyer trying figure data,Positive,0.1779,0,11.0
2020-09-16 14:09:32+00:00,accountabilty fact north pole migrated far rewrite gps software since magnetic pole longer diametrically opposed weakens magnetosphere protects u cosmic radiation model account youre using science,Neutral,0.0,2,5.0
2020-09-16 12:45:23+00:00,im afraid nasa added list agency credibility wow list keep growing,Positive,0.6705,9,44.0
2020-09-16 12:33:31+00:00,nasa climate change thanks work dedication especially answering lot sceptic comment real scientific data keep great job,Positive,0.6943,16,31.0
2020-09-16 12:17:19+00:00,called fall,Neutral,0.0,2,3.0
2020-09-16 11:56:52+00:00,graph roman warm period medieval warm period,Positive,0.4215,1,6.0
2020-09-16 11:53:03+00:00,climate change political issue created left institute policy global warming cant proven exist,Positive,0.3818,0,19.0
2020-09-16 10:07:19+00:00,hasnt climate warming since ice age much earth tropical rain forrest including antarctica north pole tropical climate well earth getting back,Positive,0.167,2,7.0
2020-09-16 09:21:02+00:00,crap based false information scientist continue receive grant guy buy bull truly gullible,Positive,0.0772,4,25.0
2020-09-16 05:53:02+00:00,convenient start,Neutral,0.0,0,1.0
2020-09-16 04:43:38+00:00,vast majority earth history lot warmer modern human around tiny fraction time trilobite must green,Positive,0.296,2,5.0
2020-09-16 02:54:25+00:00,lot sun,Neutral,0.0,0,5.0
2020-09-16 02:53:35+00:00,wow almost warm medieval climate optimum around thousand year ago,Positive,0.6605,4,5.0
2020-09-16 02:43:14+00:00,continue back time whatever mean determine temperature,Neutral,0.0,0,5.0
2020-09-16 02:33:43+00:00,never climate change till strady shooting rocket space explore space word planet change blame car rocket file take lift get space,Negative,-0.34,3,1.0
2020-09-16 02:22:06+00:00,anyone else think climate change natural part earth cycle,Positive,0.3612,4,2.0
2020-09-16 01:54:53+00:00,alright caused ice age,Positive,0.25,1,3.0
2020-09-16 01:13:24+00:00,moonlandings climate change covid etc hoax dont buy,Negative,-0.2732,3,2.0
2020-09-15 23:03:53+00:00,southern hemisphere,Neutral,0.0,0,1.0
2020-09-15 22:54:01+00:00,remember everything new ice age happen read apocalypse never micheal sellenberger get real solid information,Positive,0.1531,16,6.0
2020-09-15 22:53:10+00:00,summer getting hotter winter getting colder result climate change,Neutral,0.0,2,23.0
2020-09-15 22:25:05+00:00,southern hemisphere gotten colder mean,Neutral,0.0,6,29.0
2020-09-15 22:18:48+00:00,reason change escalates drastically know saw huge spike co start industrial revolution chart see temp increase around time stay mostly steadyish roughly start spike,Positive,0.5574,2,22.0
2020-09-15 22:18:44+00:00,one go taking earth temperature know take temperature thats matter taking bunch temperature bunch location decide location,Neutral,0.0258,2,14.0
2020-09-15 22:15:12+00:00,start,Neutral,0.0,1,4.0
2020-09-15 22:08:48+00:00,oh dont worry prez said soon start cooling,Positive,0.3412,3,7.0
2020-09-15 22:05:34+00:00,climate change real,Neutral,0.0,5,12.0
2020-09-15 21:57:52+00:00,global warming happened happening happen probably ice age live life still,Positive,0.1531,10,12.0
2020-09-15 21:43:00+00:00,reason dust bowl thes,Neutral,0.0,4,7.0
2020-09-15 21:42:26+00:00,climate change believe there lot thing consider u lying democrat think always right u know,Negative,-0.5267,28,24.0
2020-09-15 21:41:48+00:00,link doesnt seem working repost,Neutral,0.0,0,2.0
2020-09-15 21:40:29+00:00,dont think science know,Neutral,0.0,15,8.0
2020-09-15 21:36:59+00:00,climate changing ridiculous think human change cause caused last ice age melt,Negative,-0.3612,16,8.0
2020-09-15 21:36:05+00:00,ord somethinglolol,Neutral,0.0,3,7.0
2020-09-15 21:30:35+00:00,sad thing look projected crude oil demand new coal fired power plant coming online next year graph continue increase exponentially,Negative,-0.8625,7,8.0
2021-09-23 17:33:32+00:00,dont worry start getting cooler youre freezing cold nobody talking global warming freeze end mild summer ca year,Positive,0.4226,0,1.0
2021-09-23 17:24:15+00:00,lower,Negative,-0.296,0,
2021-09-23 16:20:52+00:00,unfortunatelly,Neutral,0.0,0,
2021-09-23 16:20:04+00:00,speak climate change based data,Neutral,0.0,0,2.0
2021-09-23 16:00:27+00:00,okay studentsrepeat truth nuclear bomb either tested ground nuking foriegn country repeat lie air pollution causing global warming car factory coal factory air pollution exhaust fume vehicle candy factory whatever government eco friendly tree hugger say cuz wouldnt lie place thousand taxable regulation innocent people ever,Positive,0.6597,3,3.0
2021-09-23 15:35:49+00:00,christian actually read bible would know climate change completely biblical deny climate change deny bible,Negative,-0.6549,0,5.0
2021-09-23 15:25:33+00:00,one degree c year got,Neutral,0.0,1,9.0
2021-09-23 15:23:31+00:00,year data period global heating cooling lasted thousand year according geological data temperature could start downward cycle time,Neutral,0.0,11,13.0
2021-09-23 15:13:56+00:00,excellent report nasa bad living era celebrating ignorance,Positive,0.34,6,
2021-09-23 15:07:41+00:00,dalton van stratten interesting,Positive,0.4019,1,
2021-09-23 15:07:22+00:00,nasa climate thank,Positive,0.3612,6,1.0
2021-09-23 14:37:39+00:00,andy welborn,Neutral,0.0,0,
2021-09-23 14:37:35+00:00,planet hotter climate change people expert simple let put way planet b,Neutral,0.0,3,
2021-09-23 14:34:29+00:00,,Neutral,0.0,0,
2021-09-23 13:59:46+00:00,still tail end ice age earth supposed warming need sequester carbon mined turned gaseous phase,Positive,0.1531,1,3.0
2021-09-23 13:48:22+00:00,earth go cycle every often weather people keeping data short time want teach u earth behaves million year back present daythey full air,Positive,0.0772,10,6.0
2021-09-23 13:42:57+00:00,youre say need volcanic eruption blanket earth ash cool going need dr evil help,Negative,-0.1027,0,1.0
2021-09-23 13:38:47+00:00,thank postingand replying idiot denier,Negative,-0.5106,0,
2021-09-23 13:30:37+00:00,understanding dont account solar activityflares climate attribute data towards human caused change skews conclusion climate may changing human caused climate change almost negligible account data properly,Neutral,0.0,2,5.0
2021-09-23 13:19:12+00:00,much contribute sea level rise ocean would greatful answer,Neutral,0.0,1,4.0
2021-09-23 12:56:00+00:00,let see eon comparisonthis short sample ridiculous,Negative,-0.3612,1,3.0
2021-09-23 11:16:23+00:00,time man,Neutral,0.0,0,1.0
2021-09-23 05:54:34+00:00,think neutralize global warming,Positive,0.1531,1,1.0
2021-09-23 02:23:15+00:00,quit chopping forest maybe may help someone going tell doesnt play role,Positive,0.169,6,7.0
2021-09-23 02:08:08+00:00,meziah jolley money exactly,Neutral,0.0,0,
2021-09-23 02:04:13+00:00,blah blah blah nothing man stop create remember scientist said next ice age coming al gore said world wouldnt make remember many time climate scientist changed data prove belief offense nasa data prof getting warmer prove however man caused,Negative,-0.2325,37,62.0
2021-09-23 01:57:43+00:00,die back going horrendous,Negative,-0.8271,1,
2021-09-23 01:45:28+00:00,lowest smoothing,Negative,-0.3818,0,
2021-09-22 23:57:58+00:00,im still waiting next ice age scare,Negative,-0.4939,2,6.0
2021-09-22 23:44:34+00:00,sad matter time,Negative,-0.4588,0,
2021-09-22 22:33:02+00:00,denying human involvement climate change change fact data revealing,Negative,-0.34,9,
2021-09-22 22:32:27+00:00,oh dear,Positive,0.3818,0,
2021-09-22 19:56:33+00:00,ruth crowl frank bulbeck wow,Positive,0.5859,0,
2023-07-15 06:19:49+00:00,thats correct pattern also alternate within seismograph chart concerning orbital plain triannual process reoccurs within planet equinoxesour seasonsthey correlate,Neutral,0.0,0,
2022-10-26 16:40:49+00:00,im kinda surprised troll blaming earth natural cycle havent already chimed,Neutral,0.044,54,14.0
